1.000000000000000000e+00,9.662195602937196925e-01,1.063533696395338346e+00,8.315137546440855010e-01,9.620915401430454317e-01,9.624696793934889305e-01,8.969381472916410081e-01,1.079062614946882270e+00,1.016814592003051576e+00,9.301324711597342976e-01,1.070195249523983483e+00,9.480247600265495622e-01,9.160909003266012318e-01,1.088043422144913785e+00,1.002577649223856060e+00,8.690125636463932324e-01,1.051017287205660455e+00,8.941714284425632542e-01,1.038217273578150079e+00,1.007606901254753717e+00,1.009680364811351927e+00,9.392393247745803864e-01,9.387540460698445832e-01,9.390124412243142649e-01,7.914120871345590169e-01,1.007216157362629039e+00,1.009466085902767540e+00,8.470426731956294253e-01,9.998361396581411098e-01,8.555571086514476287e-01,9.296219831716354687e-01,1.030219628431271461e+00,1.013783175678663273e+00,8.367257739793644289e-01,9.821014088123439789e-01,1.004827577763994562e+00,9.480562716307531224e-01,9.541064996378482155e-01,8.910895935514491217e-01,9.205214318776301363e-01,9.385145578778970599e-01,9.916620295277221997e-01,8.854994349657270281e-01,9.973215136426923921e-01,8.862368065040918674e-01,8.421205606190240722e-01,9.344369562939486284e-01,1.020677914678415288e+00,9.048475599467497021e-01,1.021175798024832604e+00,1.000365534608761875e+00,7.306325049466171340e-01,9.646250731210164187e-01,9.799712243681792945e-01,8.151277204582032532e-01,1.037952576102839641e+00,8.424734905861045453e-01,8.588217108469424765e-01,9.887944735451928979e-01,1.038066017877972591e+00,9.716836724626273236e-01,1.004978833464171828e+00,9.640263526411476658e-01,8.013508471003807365e-01,9.725533927386471600e-01,1.083322983835211417e+00,8.082897023460179353e-01,8.928542433868519312e-01,1.024988702133470486e+00,8.600380587692022516e-01,1.039231947233506537e+00,9.657027699847801072e-01,7.537179061861889462e-01,1.093854161960061244e+00,1.051527775193759284e+00,8.615254064876129991e-01,1.141430381986686449e+00,1.053613843392038785e+00,8.762098140465000018e-01,1.001165929355533946e+00,9.913721227690488469e-01,9.048790715509532623e-01,1.097206996647326349e+00,1.071424202087924549e+00,7.509448850162704359e-01,6.817258710310782933e-03
1.000000000000000000e+00,9.518199262645402614e-01,8.324158607875600246e-01,7.737570166058039822e-01,9.755964205042630955e-01,9.115223728032799677e-01,8.366472211131897874e-01,8.847569675302179304e-01,1.000457127569804872e+00,9.101041052149111410e-01,9.202370996789189794e-01,9.660729294666615674e-01,8.442894563827481047e-01,1.033721949187913269e+00,9.085100193304633809e-01,8.157951711982442955e-01,8.815863775909301703e-01,9.892809445490626796e-01,8.006161916367749987e-01,8.044197274419463417e-01,9.172540492554488445e-01,7.563627265137417011e-01,9.671981665615657642e-01,9.571413600258587007e-01,8.174537237912543608e-01,9.065408544143808145e-01,9.181624437851892973e-01,7.377318477392584839e-01,9.391785907764749197e-01,8.922585481629132786e-01,8.668293619400497807e-01,9.986930839991475795e-01,9.576746755239642361e-01,8.422323823186261826e-01,8.477530768155003837e-01,8.985938674316191754e-01,7.865741703899483683e-01,9.098462383806621423e-01,9.475065174007405444e-01,7.910106520610032943e-01,8.240351886744706755e-01,8.870660478187193387e-01,8.775073931219020684e-01,8.744481547701310475e-01,9.083869465232081719e-01,8.677670595191367964e-01,9.880209134271645821e-01,8.055215220973733770e-01,8.436272074675180699e-01,8.606815821871612870e-01,7.392790487447519210e-01,8.771381747001366636e-01,9.799684354667557162e-01,9.203191482170891558e-01,7.825772344590904428e-01,9.238882596274887726e-01,9.817910851361059121e-01,8.386808527378344369e-01,1.048766134722388887e+00,8.529866014287792453e-01,7.968654013204272690e-01,1.005684791573214332e+00,8.920358449878800222e-01,8.232498669519854317e-01,9.531444240950005531e-01,8.787263999747150223e-01,8.757140465018984354e-01,9.786673800757726971e-01,1.024661446329985903e+00,8.689743451522111695e-01,9.208759061546720748e-01,9.160760666717209233e-01,9.270705707865151135e-01,9.957862215039782194e-01,9.380592142914399023e-01,8.449575659078474299e-01,8.791776669346508255e-01,9.686926220782354768e-01,7.555187986925634425e-01,8.802677403703391690e-01,9.413880406971983916e-01,7.971291287645455581e-01,9.456252616326974447e-01,9.757019114819103223e-01,7.280559808450554060e-01,-2.912895365776109469e-02
1.000000000000000000e+00,1.043083401611150096e+00,8.892149971252698570e-01,8.723703122180712644e-01,9.879796129818148032e-01,1.023084606887196379e+00,8.094060845572161877e-01,9.912827358607789741e-01,1.051185986868759414e+00,8.980253944283713707e-01,9.887743493135957573e-01,1.064280509710367140e+00,9.453929215780277895e-01,1.048274023278093825e+00,1.021116392690520458e+00,8.835462918837393431e-01,9.878119732868299030e-01,9.766111581107936868e-01,8.381780233187193785e-01,9.495404518095088564e-01,8.571275177296185932e-01,8.917668458155973976e-01,9.737550744184563234e-01,1.035831432583649958e+00,8.413197153802904893e-01,8.520486558593316495e-01,1.033689369814396963e+00,9.757108708599481206e-01,9.472866292435991875e-01,8.734568657966779170e-01,8.765240513271446154e-01,9.366011509077021291e-01,8.171237194041190977e-01,9.140567163710129339e-01,9.980504124361001539e-01,8.730532887531955444e-01,8.896868718222646910e-01,9.662609591648666507e-01,9.365018088662295792e-01,7.736367407494865178e-01,1.030224816118039843e+00,8.282872813146030522e-01,7.911457755590329821e-01,9.454425925987639534e-01,1.034968398598356876e+00,7.987764861196475774e-01,9.244876307256364445e-01,9.274616830922226551e-01,8.073012750535153437e-01,9.320003726120021925e-01,1.021544805244371190e+00,9.002419637287288889e-01,1.011424334769349453e+00,9.184712283389518950e-01,7.988385748955678656e-01,1.063131867355840310e+00,9.334532499685390672e-01,8.710354035357831259e-01,9.612007239273558934e-01,1.008630339852932378e+00,9.124113638091230216e-01,1.028517374780229421e+00,1.018148549201526532e+00,8.878987150757577940e-01,1.023780001177504895e+00,9.475846553680169482e-01,8.633984840975766906e-01,1.105215639674672179e+00,1.010418496599439386e+00,7.663413095788421669e-01,1.019433786863078284e+00,9.680553247889654989e-01,7.956596295684444931e-01,9.306902994400821916e-01,1.065869982373928826e+00,9.691232517347960762e-01,9.684154396893038808e-01,1.017006115724591542e+00,8.789827668535914462e-01,8.511297419757100080e-01,9.971935873283989116e-01,8.956660209433970898e-01,1.092425351835074387e+00,1.045846352139606861e+00,6.734316652915887103e-01,1.273258296766416331e-02
1.000000000000000000e+00,1.168826998081722301e+00,9.973503780580829092e-01,8.320434091262506326e-01,1.004921640756846202e+00,1.100980036230843062e+00,9.352314636420248073e-01,1.062541317914044825e+00,9.564092390183627224e-01,8.894774847464551604e-01,9.847742739134760503e-01,1.044915571952595768e+00,1.011244893120648580e+00,1.096954402893969061e+00,9.691517445409644216e-01,8.515187704046418560e-01,1.009235276478711363e+00,8.268273659314138158e-01,8.708149301990385505e-01,1.130772282944911833e+00,9.485883742526073359e-01,8.216625231605753088e-01,1.030713854346039904e+00,9.110584634617805433e-01,9.936447473711986778e-01,9.648253087130997940e-01,8.879350719735034092e-01,9.303738234151767150e-01,1.077351040555581951e+00,1.002016016694937006e+00,8.696565206060749009e-01,9.685309393999838035e-01,1.010188884375681662e+00,9.341882550030574661e-01,1.014387319143550403e+00,1.091162354929150036e+00,8.465715294357966103e-01,1.003206426552899710e+00,1.004076833760872534e+00,9.707069574199157502e-01,1.022252984280304311e+00,1.035533094254889042e+00,9.010871808880923650e-01,8.484339448587383536e-01,1.000870407207972823e+00,9.361914715919947838e-01,1.088186330284243164e+00,7.680492791812513209e-01,9.562556377463674595e-01,1.044429167924611157e+00,9.185465254715463601e-01,8.819190221536915564e-01,8.970487474452185639e-01,1.078618251049542121e+00,7.227625041546670293e-01,1.020979373733344131e+00,1.075047021475653786e+00,9.482107711256191340e-01,1.102951252554781547e+00,9.590012604832817145e-01,9.583996555013004626e-01,1.004268835350866640e+00,1.027206625302149456e+00,8.870838649245299523e-01,1.009856081619691759e+00,1.013043308013592325e+00,1.048403600837486849e+00,9.859774838774383321e-01,1.015225726086524061e+00,8.471923345767770064e-01,9.852670779944606716e-01,1.036889905490846919e+00,9.027319945090407360e-01,1.011801697731631089e+00,1.105658474973697070e+00,8.827638291496651135e-01,8.818358214646940807e-01,1.030995456678031053e+00,7.378090287571966721e-01,1.015609729266512051e+00,1.047501193364515082e+00,9.201401386684965322e-01,1.029638645442073397e+00,1.070771786071787579e+00,8.852086493955885205e-01,3.802723375907317294e-02
1.000000000000000000e+00,8.203328928703584877e-01,8.953200048096205954e-01,7.967602259605000015e-01,8.333137676055050180e-01,9.382482897514754505e-01,8.616241067114795982e-01,9.418984376827933547e-01,8.905187008746063837e-01,6.929132280793279808e-01,9.088677804913110059e-01,9.769710952225408862e-01,8.162141839526113607e-01,9.472087955289896222e-01,8.582458398463612692e-01,8.672873314733816619e-01,8.543295955523797502e-01,8.384968619739056050e-01,8.311734272971251780e-01,8.732282220050197052e-01,8.182677537079487973e-01,7.646030590029779805e-01,8.712961310239417667e-01,9.339965326523967937e-01,9.115287441179451555e-01,9.278705316076016896e-01,7.727594909889657915e-01,9.097181319111267150e-01,9.055936382898435166e-01,9.895296865995475422e-01,6.907786724744844342e-01,9.080058596644229318e-01,8.321626116018087105e-01,8.801235886201241865e-01,7.652509457990280817e-01,7.975932232697073854e-01,7.889682302972905736e-01,8.424998768209295275e-01,9.398159444097752280e-01,6.323473820557166114e-01,9.500548696687810546e-01,8.640016198648420298e-01,8.119450727429241566e-01,8.306875122000876299e-01,8.504480594796154369e-01,8.043092640751908773e-01,9.632787019524463590e-01,8.556542926621608647e-01,7.346903570174866394e-01,8.105972368189986454e-01,8.770634804494946701e-01,8.094923584435917974e-01,9.247236528839297698e-01,8.657601697398349394e-01,8.254986331281507494e-01,7.762997295530967845e-01,1.006073938712969573e+00,8.388902218143646783e-01,9.019145668408447003e-01,9.935500555571797898e-01,9.030946463622216980e-01,8.109558884382405131e-01,9.408224828250674188e-01,7.430376842201679155e-01,8.245441570446839785e-01,9.442007496901856367e-01,7.347886969776014077e-01,9.947995515209907547e-01,9.621796082805756933e-01,7.877187343334796088e-01,9.833631926299993831e-01,8.566261228562360719e-01,6.351587479742910602e-01,9.419620694216911394e-01,9.225543890578691286e-01,8.876089949959172776e-01,9.374326465528767249e-01,9.934979932253544810e-01,8.807425518984933754e-01,9.681494223298945379e-01,9.784577640313343316e-01,7.443218884051956419e-01,9.089256275266726082e-01,9.294555403765099033e-01,7.573548254721677031e-01,-1.184030122744016283e-01
1.000000000000000000e+00,1.079060797750031497e+00,1.029163350369985519e+00,8.283418323145513851e-01,1.042009408073488297e+00,9.713032134691246267e-01,8.739842174819114629e-01,1.038830553116350197e+00,9.746873565154712260e-01,8.872657347685838358e-01,9.995707612680185816e-01,9.296110688062313443e-01,9.010946869598119857e-01,9.049142895893280691e-01,9.693996330055546506e-01,9.887215967959079865e-01,9.679315121251544918e-01,9.739906211823996518e-01,1.022108905122638411e+00,8.972253175207909326e-01,1.064535110225731884e+00,8.819966738122319017e-01,9.659657231497031926e-01,9.709735083561533697e-01,8.760433192251849688e-01,9.159998464065880475e-01,1.042227137865073150e+00,9.236328308144318155e-01,1.029405963566323079e+00,9.447650623005328097e-01,8.148239226827299619e-01,9.041553457443752828e-01,1.006463464384474094e+00,8.377850844181431444e-01,9.209143188452161288e-01,9.766282620861698183e-01,8.302143085221804775e-01,1.091085703096699833e+00,1.009194418056066356e+00,8.718691280779449215e-01,9.413311524446811296e-01,1.035757452629410658e+00,8.983450707346554154e-01,9.866438324990701725e-01,9.244290997665134402e-01,6.779900799484714913e-01,9.909113364141319824e-01,9.744945101286388578e-01,9.599066140924579216e-01,9.498288351676762442e-01,1.019135338254709033e+00,9.714587347488281566e-01,9.932254930561189576e-01,9.547308659039280831e-01,7.658782655344690271e-01,1.030140024006523047e+00,9.481865304540080253e-01,8.938847204327614593e-01,9.386250821778417963e-01,9.819781941079676058e-01,7.224318408365212330e-01,9.839315413810424404e-01,9.677573282918866537e-01,8.534554085610599472e-01,1.032360867880687927e+00,9.679190704227781383e-01,9.018785142095172569e-01,1.021001593611150060e+00,9.217105877972975314e-01,9.022268818760528220e-01,9.407463924329962923e-01,8.805907614437129549e-01,9.235270763442334774e-01,1.056168065377687704e+00,9.793840991625144543e-01,9.483109474777707826e-01,8.297290821295058016e-01,1.014283074327962275e+00,8.740899719521098010e-01,1.000734060440200190e+00,1.013244192179543424e+00,9.048271976726940391e-01,1.018127560362230843e+00,9.725536045579401545e-01,8.334802553959523852e-01,7.695632155544016029e-02
1.000000000000000000e+00,1.024892988507850378e+00,8.506062345164656646e-01,8.718918897568636028e-01,9.480579843923283567e-01,8.622106195142472673e-01,8.247277990067449771e-01,1.025651484078986986e+00,1.077933926832759015e+00,8.716410487018421138e-01,9.283729339792103907e-01,8.832812681360553420e-01,7.679123000443693892e-01,9.111485148677324064e-01,7.316120159391114042e-01,8.504330347403793455e-01,9.794728403307384479e-01,8.909080306899240798e-01,8.612192001063049274e-01,1.004861538542560107e+00,9.845732751161762053e-01,9.830861460042626954e-01,9.337301822257416672e-01,8.857598166559108588e-01,8.283470770863412547e-01,9.718699674011574974e-01,9.100495921504953012e-01,8.589616306111111932e-01,9.799088259739902051e-01,9.195696074291693778e-01,9.115008868259769637e-01,8.389361530518927301e-01,8.931297657486861885e-01,7.151878992412734615e-01,1.006701039612717841e+00,9.854571912148234469e-01,8.377476442435765058e-01,8.957337347960525609e-01,9.645896043994612867e-01,7.211841949375022987e-01,9.210447917289388275e-01,1.049117067535643377e+00,8.855507824433929143e-01,8.314109214012470606e-01,9.562222634926718090e-01,8.724473235215542966e-01,9.375764117360717576e-01,9.541080317432046876e-01,8.698314096620439750e-01,9.802193910897311069e-01,8.809878642044298713e-01,8.272421819630321194e-01,7.560152671490627529e-01,9.815452652377020248e-01,8.230196908701697955e-01,9.098405579379773567e-01,9.260735576415132231e-01,7.400808877491239501e-01,9.185961052394429061e-01,1.029539520431820510e+00,8.640023413358294269e-01,9.849196746683487325e-01,9.808046868847813959e-01,8.387151740272308365e-01,8.025701724798435244e-01,9.448567747377679682e-01,8.293982205550028963e-01,9.031992423859789287e-01,9.900380266720022471e-01,8.932014346215495504e-01,8.929685107847437076e-01,9.608210161680664774e-01,8.306046465815349888e-01,8.994127369363681401e-01,1.045163334716018300e+00,8.540702300381916023e-01,9.885449251540169291e-01,1.044506370048104982e+00,8.730803985651799382e-01,9.498556786199825464e-01,9.866457000231396712e-01,8.007246990036136491e-01,9.301168765522171977e-01,9.252553380096572022e-01,7.911688492885079471e-01,-1.054505570737911957e-01
1.000000000000000000e+00,1.016661960458030700e+00,9.411439726618207047e-01,8.126717932081120033e-01,8.457116375540816300e-01,8.814009307272329119e-01,8.356935903475830596e-01,9.078838240370045165e-01,8.865490938750167915e-01,9.357059354629227999e-01,9.018138614066781855e-01,8.983179803502436833e-01,8.315889737838093598e-01,9.860048808122177100e-01,1.007484547999762503e+00,8.872273991546235639e-01,9.045908548163500429e-01,8.208056590823699095e-01,9.252472796987309955e-01,8.450217373124304654e-01,9.439673459196709082e-01,8.640606649895955504e-01,9.172873382551416377e-01,8.301685909333508251e-01,7.921197229841320242e-01,9.718532296368341816e-01,9.032574341812257268e-01,8.246551864811633159e-01,9.644672388144504005e-01,9.229166923277748458e-01,8.099005972794626196e-01,8.884738575744136613e-01,7.075692597552111218e-01,8.241334131891581150e-01,9.255661411549563899e-01,9.411091877756870838e-01,8.234956902767075482e-01,7.577232680789491859e-01,8.593183255133711729e-01,7.857019114924689296e-01,9.387206255945080846e-01,9.296533652756632238e-01,7.982476604246812046e-01,7.553868832269704514e-01,9.640556176618684248e-01,7.752896355764553604e-01,8.742410416647179439e-01,7.785536173919985758e-01,8.548600626072383468e-01,9.427034950568138338e-01,8.636258539129246792e-01,7.294257632092039367e-01,8.969149899428522366e-01,7.934647385813008436e-01,7.146711740075031294e-01,9.268995617900805950e-01,9.925792242914824870e-01,7.247935758724027844e-01,8.430795811699668407e-01,8.958772408398641973e-01,6.863968590618472199e-01,7.506155563456348156e-01,9.248878358753496176e-01,8.883289205488565932e-01,9.457007927453322527e-01,9.689602866067167364e-01,7.832205896149333491e-01,8.148284561483999378e-01,9.196411155501870160e-01,8.942423511915815748e-01,9.228587175175518853e-01,9.492314586879003757e-01,8.653129208904078995e-01,1.022482631404398878e+00,9.636845788764425436e-01,7.747678622844501595e-01,9.401873882931446325e-01,9.417643031312046276e-01,7.852265180486420748e-01,9.197744576136994699e-01,9.112231731058373363e-01,8.897319109562481509e-01,9.042546009170576715e-01,8.669536080197128847e-01,7.992622196035801263e-01,-2.500418372532238476e-03
1.000000000000000000e+00,9.910898989097778333e-01,9.953805883668168653e-01,7.987931929211877780e-01,9.197225843521722455e-01,8.988400755834377032e-01,7.884297937890651919e-01,9.302647622116713144e-01,1.001764719050878938e+00,5.672113033555143957e-01,1.003881228500789424e+00,9.779698471426220285e-01,8.774789011897914381e-01,8.008577988696017336e-01,9.367642340101700604e-01,8.604199503646280389e-01,8.365270385091000405e-01,9.221159124767303039e-01,6.283305598954338489e-01,9.538404860024990439e-01,9.146418082612428613e-01,8.416827863244130681e-01,8.272824481870116875e-01,8.962506675643373555e-01,7.853328848664442585e-01,9.692731271141072913e-01,8.218325805298855036e-01,8.299122255961648431e-01,7.427201101378667625e-01,8.919253757729673771e-01,7.314916526474701808e-01,8.572192344390141550e-01,8.888630691846775012e-01,7.712901041837962879e-01,7.375643623225536238e-01,8.995436563815004671e-01,8.277380455890360755e-01,9.597171157830403088e-01,9.177963877410820759e-01,7.702347329867019754e-01,8.221324674274205213e-01,7.478700908974580397e-01,6.430711543204229441e-01,9.117640474560512187e-01,9.468392803562014626e-01,8.187702739415955167e-01,9.172369833360648483e-01,9.359222438747835104e-01,7.669878806153135331e-01,8.356562130951040723e-01,7.120797430878014200e-01,7.651597239514944526e-01,7.722935718793940696e-01,9.810379207866336548e-01,9.434828539260982083e-01,8.500969206225582608e-01,9.362394319394837794e-01,7.115780092400024737e-01,8.626287327060877530e-01,9.153107867249746787e-01,6.486998007049258330e-01,8.990534566451452436e-01,9.429695859668555391e-01,7.641101198101220016e-01,8.587013677595236594e-01,9.319199072038356624e-01,7.602980959779945813e-01,9.291055840115841624e-01,8.431533855334788496e-01,6.652743188494558702e-01,9.392267668033900119e-01,9.376177582570004443e-01,7.788564812908328472e-01,9.665626109248487419e-01,8.473979385447433232e-01,7.713996782425108778e-01,9.627736553156085453e-01,9.643653626948327506e-01,8.309156932917627358e-01,9.215968774617658843e-01,9.760955540330281677e-01,8.338511246541724375e-01,9.306223196664246133e-01,9.440364912753935744e-01,7.860941362217254147e-01,-4.388898915213133856e-02
1.000000000000000000e+00,1.065687649237449630e+00,1.045108151914561301e+00,8.123774187111268974e-01,1.058610508671643746e+00,1.101825572498628780e+00,8.987385928254834067e-01,9.693908969151192601e-01,8.974472810836269243e-01,8.497753111961562356e-01,1.077497510022195737e+00,9.376785371964193594e-01,9.456959533024120734e-01,1.067380145209785747e+00,9.234490340215923965e-01,7.398821745627248703e-01,8.963126819318014693e-01,1.023826582188333445e+00,9.686010654613623760e-01,1.022278261798825749e+00,8.512484095424489583e-01,8.509287158587854893e-01,9.488427421102370030e-01,9.614737768667463991e-01,8.196551513921727095e-01,1.076607382510818889e+00,1.087759050417434370e+00,8.636349726585096365e-01,9.639561042928395107e-01,7.710554429717176861e-01,7.017508671563496003e-01,8.920814420009609558e-01,9.992477795678504915e-01,9.339863885752858197e-01,9.990785299706169686e-01,1.095143347659701227e+00,8.129290470280363667e-01,9.769632492654236611e-01,9.226529340642342092e-01,8.287883611391870797e-01,7.956843936210105106e-01,9.603705202329271273e-01,7.834294690805759798e-01,9.543966363009405152e-01,9.401044480901012967e-01,9.284763739097910973e-01,9.061291585713515673e-01,9.327264193514354096e-01,8.805411268710683359e-01,9.275799778948130569e-01,7.339333646451430271e-01,8.553981589264734176e-01,9.612042312118928011e-01,9.906411241233408216e-01,7.118745004723608938e-01,9.710457818658478901e-01,9.857830338323756436e-01,7.567005697248659901e-01,1.077478704511392049e+00,9.797276593535727551e-01,9.162653288945651342e-01,9.726379817805643757e-01,9.235618670864148561e-01,7.406657375128804510e-01,1.007910851544771669e+00,9.788626058566008981e-01,8.897370216540950727e-01,1.038363242039621381e+00,1.012875506396957892e+00,9.081726907453575581e-01,9.544342473225480017e-01,1.030602834581279659e+00,7.479121276759200798e-01,9.123600511509893929e-01,9.791885680438656703e-01,8.259424605042215983e-01,9.931986735926490173e-01,1.017457782529468169e+00,8.843774510750304074e-01,1.050662046105264702e+00,1.002626503008921866e+00,8.609959326423854975e-01,1.002933659685382839e+00,9.920390004264185713e-01,9.825296804633294467e-01,4.115088364271436011e-02
