7.385132972214181635e+00,2.334178250313603087e+01,2.004262654048082481e+01,7.472562974197057173e+00,4.582540882002495408e+01,1.797377590863930763e+01,2.276173942322618160e+01,1.041594669961667918e+01,1.003962815265424524e+02,2.445062858015756646e+01,1.358088706065347218e+01,1.281284581595273053e+01,2.212650510384396441e+01
-1.427765254687327001e+01,-5.651378400938472879e+00,-2.826118519291777265e+00,-7.985341712348937193e+00,5.027284871072870587e+00,1.597955534398663602e+01,1.674388282139113215e+01,2.634553404079388628e+01,2.025016589261758071e+01,9.296507350335284414e+00,-5.939925466875115134e+00,6.957912435610430713e+00,4.969832452636292253e+00
1.117691205015391276e+01,3.533716747327894581e+01,1.991377130331903800e+01,3.363634108318898797e+01,5.284106354544923079e+01,4.409439261041850955e+01,8.940290007159667596e+01,1.499831339236282091e+01,4.636492027675593164e+01,1.392140635515715807e+01,2.705764062700622929e+01,1.073876141659400218e+01,5.908801002582379086e-02
8.364390106778161638e+00,2.353739591084773508e+01,3.573843402826066296e+01,4.916913000453150495e+00,5.557697935369732001e+00,1.304189379958013184e+01,7.043354351707323247e+01,1.771208591902230722e+01,3.810981015302002817e+01,6.672163576127252327e+01,3.008775071285583991e+01,2.912505685049445603e+01,3.064130259983243931e+01
5.858490133045094694e+00,5.743635499369716513e+00,1.913710549645860581e+01,6.828332549300012033e+01,2.205514793271857243e+01,7.987603938901470713e+01,4.542493880920108040e+01,6.646524729773339857e-01,5.306474990689595828e+00,6.923843848005542867e+00,3.893772920229499057e+00,2.656768892043145769e+01,-7.179985312299951516e+00
8.389758662298683944e+00,4.653851063525351606e+00,-6.519875607381344196e+00,1.087399303225094549e+01,1.458010209066775076e+01,4.264641465789209107e+00,-3.029957129526732906e+00,1.915854260583956803e+00,2.198857204416757027e-01,-4.734693752996824934e+00,2.494625074703325041e+01,2.990041103871042694e+01,-1.674642224448943173e+00
1.358339941699910014e+01,3.482185052453018415e+01,5.076403925874790701e+01,2.299922163071108017e+01,1.053887966835378798e+01,4.308334760247974771e+01,8.110910722131285944e-01,2.504390051678916862e+01,2.047417186766063324e+01,1.325960854476568329e+01,1.381817751687135853e+01,-2.249577472960389568e-01,5.524122204005249159e+01
4.487733669533388081e+01,4.869357706057657609e+00,2.023088387037162050e+01,2.006567570419399971e+01,2.140755793182492539e+01,1.529594538958940753e+01,2.277918892879763391e+01,1.208288545650786894e+01,1.389590438435455599e+00,2.324111602315759484e+01,1.213473810331578306e+01,-7.901206829364217477e+00,2.631128188217439856e+01
1.447753871420006355e+01,4.533527341099774333e+01,2.358619852953131701e+00,1.751144263431607939e+01,2.286744303091567121e-01,1.521259813612064704e+01,9.122914191789096350e+00,1.005645785349884669e+01,1.589762311846073572e+01,6.199991152201757671e+00,5.193934131691504064e+01,1.098583330709906036e+01,5.536324041662192030e+01
3.290258854353704265e+01,3.136387613771476524e+01,4.743329643989421385e+01,2.508770877752259310e+01,2.337445801655375277e+01,1.910701441743693962e+01,1.349306102104194593e+01,1.643423917974204684e+01,4.394217827416616018e+01,4.312648564525011352e+01,3.398679344999695928e+01,3.008689815496026299e+01,1.886097850955954769e+01
2.502558396715080846e+01,1.619801622600908431e+01,2.027415068447680113e+01,1.803840636056435898e+01,3.864459597677001312e+01,2.767721123662083471e+01,8.254068231713068826e+01,3.675959496055876130e+00,-1.752310798118144319e+01,7.248033885754046057e-01,1.356792240479004619e+01,4.529168303251308458e+01,-5.304044334024557550e+00
1.201288109721037145e+01,-1.367272934253952243e+00,6.888565326269845457e+01,3.038696284735637931e+01,1.192940562999762122e+01,1.959261527222793120e+01,2.041156064365720724e+01,5.865941973397302611e+00,1.230204500123359068e+01,1.441654261436950435e+01,3.509084030295709766e+01,1.033530257415627496e+01,2.776253474864880744e+01
1.455044660966614778e+01,-2.959394069485427270e+00,4.611711558930019272e+00,4.161028131660800966e+01,4.280819005774802122e+01,1.918799730595029018e+01,1.059698108795982741e+01,1.099321274130192805e+01,7.438493181599511672e+01,1.945398170414169314e+01,4.468028851913319244e+01,-7.247078837401002005e-01,1.579856104142237427e+01
2.105803422654995671e+01,2.507325974741904417e+01,6.747107346216272283e+00,1.906683327865743749e+01,6.373084502094671677e+01,1.227115940538255323e+01,1.514760557306584765e+01,4.383883572407520468e+00,2.730247247699838908e+01,2.764878759622060045e+01,2.558773928321998881e+01,5.036150282086979679e-01,1.404238505524476643e+01
3.462929584091398993e+01,3.805272340136205855e+01,1.357890273221160982e+01,2.263119149385821149e+00,3.080343744579816700e+01,1.333294665636357301e+01,2.644869832636433671e+01,2.266880791448592802e+01,1.583294192412363444e+01,5.023427462808969324e+01,2.303661459575257098e+01,2.539859993706458141e+01,3.083566872766647649e+01
