4.033742409941257279e+01,2.368438862442532056e+01,2.612610707638375018e+01,1.585646380878278805e+01,2.472375374528972003e+01,2.286923209241816579e+01,2.854316226667652501e+01,8.095311859813577371e+00,1.677085239440120645e+01,1.652455548549559694e+01,1.488299876754316919e+01,2.832396441827806477e+00,1.958626644484911594e+01,1.731069111404838168e+01,2.154819054411221657e+01,2.860598878330963757e+01,2.072991911462360193e+01,2.074759026306407605e+01,3.077679524885639495e+01,1.802958995887695082e+01,2.460930232741994317e+01,1.789391981185647751e+01,1.229523218593776335e+01,2.304341937224214476e+01,2.342460952763465443e+01,2.037686945486122170e+01,1.536220079798627047e+01,2.812366413318564895e+01
5.479527739864357017e+01,2.424665184725125044e+01,3.392827587890251095e+01,2.694526002457305225e+01,2.720082661583029093e+01,3.431088614340195875e+01,3.259504963453267834e+01,2.786540043333037531e+01,2.463638447713112711e+01,3.286137063129028490e+01,2.361045099539815340e+01,3.418690222153162495e+01,3.709668534762093373e+01,2.233013856637012395e+01,3.766338907034600680e+01,2.650501617962655132e+01,2.640035831182160209e+01,1.939001210931494867e+01,2.137174217286371913e+01,1.875328435544581396e+01,2.648756887968796292e+01,3.024225947934465353e+01,2.743805352541496845e+01,3.109982938546680131e+01,1.257403923670816681e+01,3.437534365686823179e+01,3.439967338241898887e+01,3.810017767678219514e+01
4.244869524588816034e+01,2.264234012190220824e+01,2.263041986655523630e+01,2.557780340435124344e+01,2.566389024638570504e+01,1.435614886255319433e+01,2.952641062977838970e+01,2.565782640895073285e+01,2.712531042312553353e+01,6.560306664999603576e+00,2.096126778058151174e+01,1.704182839595139498e+01,1.300037169368298784e+01,1.745334445204174756e+01,1.988425074607443932e+01,1.688718177141741705e+01,2.150996594563648756e+01,2.363215968275867596e+01,1.528186222379775216e+01,2.264353219201359124e+01,2.560568606278371462e+01,2.599286436858505667e+01,8.239945010415025806e+00,8.865853965474704168e+00,1.409709598989172363e+01,1.228537522329242293e+01,1.435387480403410265e+01,2.317480934288748884e+01
4.061513695952333336e+01,3.539360701966841560e+01,2.228635835937544130e+01,2.313730985233633675e+01,2.916927897382037216e+01,2.027144482915745272e+01,3.255979653345684710e+01,2.272982251455807301e+01,1.983056823694310467e+01,2.750849529371319591e+01,2.478999008831556949e+01,1.991983052884510741e+01,2.395871590819187702e+01,1.887616714702485510e+01,2.930549318099664546e+01,2.915318785646848099e+01,3.158711975841448094e+01,1.505777486247712815e+01,3.102458157171531639e+01,2.155564045048478761e+01,2.542631935335149862e+01,2.417158374141905952e+01,2.594214018927589294e+01,1.619409168778541641e+01,1.759728567180372849e+01,1.083055502394900316e+01,1.920581959649578963e+01,2.533908197037873933e+01
3.737187793723179396e+01,2.631315281324632949e+01,2.456769473858603448e+01,1.263803832210723854e+01,7.660000217761194996e+00,8.992192434559221681e+00,3.303713009426513736e+01,1.490481635095182078e+01,6.073191796811107324e+00,4.269184845088909164e+00,1.615413663832002555e+01,1.639455297074537654e+01,2.576922949929043938e+01,1.695016078422082018e+01,2.072387036267654281e+01,2.440631326168162119e+01,1.490713248634484778e+01,2.002153308131279630e+01,2.916484381876374599e+01,2.684884287098277156e+01,8.855610724044638005e+00,2.173448366211654914e+01,1.722099427038684283e+01,1.632449503122047219e+01,2.190910522814101924e+01,1.964166788909768258e+01,2.259964505831576176e+01,8.922768865593180720e+00
1.636134850502325122e+01,3.458976820129790752e+01,1.464688735729844993e+01,2.399935354472912508e+01,1.626243197669978358e+01,2.101176424197355530e+01,1.552752863017375518e+01,1.427721642680808678e+01,2.206894391322155258e+01,1.918799743751391063e+01,9.190245849213573237e+00,1.623218619540889307e+01,3.161867481137245761e+01,2.275794391937836991e+01,2.626222951970608932e+01,1.284956608852698601e+01,1.113811383188383708e+01,1.289179469624493635e+01,2.144010774745256143e+01,2.593276405642464422e+00,2.226260462852567557e+01,2.159590843292596318e+01,1.612287917103910573e+01,1.330548270537559574e+01,1.450514647785100308e+01,1.296828836916223615e+01,2.495723714652637426e+01,1.387732211887020206e+01
4.692879178390063544e+01,2.006387652684631462e+01,3.672590820580278859e+01,2.948908656149876251e+01,2.128101970247350749e+01,2.810293139741287760e+01,3.591176671468625159e+01,3.055803778468820298e+01,2.301201393304303267e+01,2.090004936741603458e+01,3.099571098620969067e+01,2.706176671244159238e+01,2.172055673428319977e+01,2.112208639470211580e+01,1.952800939135619984e+01,3.100058011068730579e+01,3.443483689614632226e+01,3.015172910488915647e+01,3.504156485885864214e+01,2.604326548594565338e+01,2.224458129019013342e+01,3.453539984126725670e+01,2.299688855885338867e+01,1.593012158115813293e+01,1.998379320866214215e+01,3.250300234418923395e+01,2.029403180419357255e+01,1.844978178483748721e+01
3.620352909236003569e+01,2.361963651823050725e+01,2.649392617881455081e+01,1.573016952292683612e+01,1.675304713917080335e+01,1.837824040177734020e+01,1.990202276936325632e+01,1.520691098511679762e+01,1.302526288616281391e+01,1.357221355019085784e+01,1.567625045803531059e+01,2.285763817908398821e+01,2.103510431088731991e+01,1.763605061048684419e+01,2.026487901386863300e+01,1.977483872215033145e+01,2.911825804952255936e+01,1.257210123216448672e+01,6.803114735211911679e+00,1.450464397057737820e+01,1.784117756932059251e+01,1.824382190441952645e+01,1.750456239506294054e+01,1.609749018539326570e+01,1.593544657636732076e+01,1.195476465934705601e+01,1.402446192961130222e+01,1.886800539441190239e+01
5.656490895785205453e+01,2.291423758877285266e+01,3.027522469245902315e+01,1.345405849936644493e+01,2.716531992369516146e+01,2.152882499326192089e+01,3.289143209408924662e+01,2.758038035151997391e+01,3.538747417473618384e+01,3.273569704378505918e+01,2.780676623914381906e+01,3.843003255530348383e+01,4.102689404314978106e+01,4.477149920120296400e+01,3.888461070468409986e+01,3.297351542743633956e+01,3.626168640217581185e+01,3.204190096358154705e+01,3.875057348643868949e+01,2.631402864464803670e+01,2.943225646012825436e+01,2.962948665535925841e+01,3.687365154329793882e+01,2.550672569855468197e+01,3.128596827907061950e+01,2.578989287816335363e+01,3.074344741660888403e+01,2.073516395435898474e+01
3.187487871999800149e+01,2.991796906656177057e+01,3.068507537177569944e+01,2.463397795042373062e+01,1.945119144917690335e+01,2.977181804337082838e+01,2.437890913236183366e+01,3.685179713034151661e+01,1.199525206981452108e+01,1.517111284096077206e+01,2.601697334894960534e+01,2.594606607153052025e+01,3.434029440879925232e+01,6.115519600067742800e+01,2.896462358617528920e+01,2.313266681977070505e+01,3.242853098841406734e+01,1.905540011791356036e+01,2.355541198331724217e+01,3.385603072834428673e+01,2.309127514852581342e+01,2.031293138248635799e+01,1.641624072170615989e+01,1.728513847170795259e+01,1.925665777852166016e+01,2.287973651550875331e+01,1.443855398929959222e+01,2.327820529418482920e+01
